listing_id,sale_price,gr_liv_area,total_bsmt_sf,lot_area,bedroom_abv_gr,full_bath,half_bath,kitchen_abv_gr,overall_qual,overall_cond,year_built,year_remod_add,exter_qual,kitchen_qual,central_air,garage_cars,garage_area,fireplace_qu,bldg_type,house_style,neighborhood,overall,ms_zoning,foundation,baths_total,age,remod_age
2298,252000,1390,1705,39384,1,1,1,1,Above_Average,Above_Average,1957,1957,Typical,Excellent,Y,2,550,Good,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,53,53
2299,192100,1851,1851,11727,3,2,0,1,Good,Above_Average,1969,1969,Typical,Typical,Y,2,506,Typical,OneFam,One_Story,North_Ames,Good,Residential_Low_Density,CBlock,2,41,41
2300,183500,1525,813,8238,3,2,1,1,Above_Average,Average,1997,1998,Typical,Typical,Y,2,400,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,13,12
2301,222000,2236,964,13006,4,2,1,1,Good,Average,1997,1997,Typical,Good,Y,2,642,Typical,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,13,13
2302,170000,1671,781,13041,3,2,1,1,Above_Average,Average,1995,1995,Typical,Typical,Y,2,423,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,15,15
2303,187500,1498,691,13031,3,2,1,1,Above_Average,Average,1995,1996,Typical,Typical,Y,2,409,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,15,14
2304,202000,1776,821,9783,3,2,1,1,Above_Average,Average,1996,1996,Typical,Typical,Y,2,443,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,14,14
2305,185000,1511,802,11207,3,2,1,1,Above_Average,Average,1997,1997,Typical,Typical,Y,2,413,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,13,13
2306,320000,2462,1392,19378,4,2,1,1,Good,Average,2005,2006,Good,Good,Y,2,576,Good,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,5,4
2307,240000,1670,1670,14859,3,2,0,1,Good,Average,2006,2006,Good,Good,Y,3,690,Good,OneFam,One_Story,Gilbert,Good,Residential_Low_Density,PConc,2,4,4
2308,250000,2064,1074,13128,4,2,1,1,Very_Good,Average,2005,2005,Good,Good,Y,2,527,Good,OneFam,Two_Story,Gilbert,Very_Good,Residential_Low_Density,PConc,2.5,5,5
2309,239900,1801,893,10463,3,2,1,1,Very_Good,Average,2005,2005,Good,Good,Y,3,800,Good,OneFam,Two_Story,Gilbert,Very_Good,Residential_Low_Density,PConc,2.5,5,5
2310,309000,2212,1700,13751,3,2,1,1,Good,Average,2005,2006,Good,Good,Y,3,773,Good,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,5,4
2311,274725,2021,868,23257,3,2,1,1,Good,Average,2006,2006,Good,Good,Y,2,422,Good,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,4,4
2312,270000,2687,2062,13108,4,2,1,1,Very_Good,Average,1994,1994,Good,Good,Y,2,618,No_Fireplace,OneFam,Two_Story,Stone_Brook,Very_Good,Residential_Low_Density,PConc,2.5,16,16
2313,183500,1169,1160,8076,3,2,0,1,Above_Average,Above_Average,1993,1994,Typical,Typical,Y,2,402,Typical,OneFam,One_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2,17,16
2314,165600,1501,697,7685,3,2,1,1,Above_Average,Average,1993,1994,Typical,Good,Y,2,420,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,17,16
2315,176500,1632,935,9084,3,2,1,1,Good,Average,1998,1998,Typical,Typical,Y,2,462,Typical,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,12,12
2316,130000,1204,1191,3701,2,2,0,1,Very_Good,Average,1987,1987,Typical,Typical,Y,2,461,No_Fireplace,TwnhsE,One_Story,Stone_Brook,Very_Good,Residential_Low_Density,CBlock,2,23,23
2317,239000,1767,1064,5306,2,2,0,1,Good,Good,1987,1987,Good,Good,Y,2,504,Typical,TwnhsE,Two_Story,Stone_Brook,Good,Residential_Low_Density,PConc,2,23,23
2318,275000,1742,1742,6563,2,2,0,1,Very_Good,Average,1985,1985,Good,Good,Y,2,564,Typical,OneFam,One_Story,Stone_Brook,Very_Good,Residential_Low_Density,PConc,2,25,25
2319,457347,2798,1398,16023,3,3,1,1,Excellent,Average,2005,2006,Good,Excellent,Y,3,670,Good,OneFam,Two_Story,Stone_Brook,Excellent,Residential_Low_Density,PConc,3.5,5,4
2320,545224,3390,1528,18062,5,3,1,1,Very_Excellent,Average,2006,2006,Excellent,Excellent,Y,3,758,Excellent,OneFam,Two_Story,Stone_Brook,Very_Excellent,Residential_Low_Density,PConc,3.5,4,4
2321,356383,2473,1094,12292,4,2,1,1,Excellent,Average,2006,2006,Good,Good,Y,3,675,Good,OneFam,Two_Story,Stone_Brook,Excellent,Residential_Low_Density,PConc,2.5,4,4
2322,556581,2868,1992,16056,4,3,1,1,Excellent,Average,2005,2006,Good,Excellent,Y,3,716,Good,OneFam,Two_Story,Stone_Brook,Excellent,Residential_Low_Density,PConc,3.5,5,4
2323,361919,2576,1234,12438,4,2,1,1,Very_Good,Average,2006,2006,Excellent,Excellent,Y,3,666,Good,OneFam,Two_Story,Stone_Brook,Very_Good,Residential_Low_Density,PConc,2.5,4,4
2324,535000,2698,1850,16052,4,2,1,1,Very_Excellent,Average,2006,2006,Excellent,Excellent,Y,3,736,Good,OneFam,Two_Story,Stone_Brook,Very_Excellent,Residential_Low_Density,PConc,2.5,4,4
2325,401179,2795,1390,15922,4,3,1,1,Excellent,Average,2005,2006,Good,Excellent,Y,3,660,Good,OneFam,Two_Story,Stone_Brook,Excellent,Residential_Low_Density,PConc,3.5,5,4
2326,438780,2945,1410,13682,3,3,1,1,Very_Excellent,Average,2006,2006,Excellent,Good,Y,3,641,Good,OneFam,Two_Story,Stone_Brook,Very_Excellent,Residential_Low_Density,PConc,3.5,4,4
2327,169000,2320,0,14762,2,2,0,1,Average,Above_Average,1948,1950,Typical,Typical,Y,2,672,Typical,OneFam,Two_Story,Gilbert,Average,Residential_Low_Density,Slab,2,62,60
2328,145000,1056,1056,34650,3,1,0,1,Average,Average,1955,1955,Typical,Typical,N,2,572,No_Fireplace,TwoFmCon,One_Story,Gilbert,Average,Residential_Low_Density,CBlock,1,55,55
2329,318000,1714,1714,8147,2,2,0,1,Excellent,Average,2005,2005,Good,Good,Y,2,517,Good,TwnhsE,One_Story,Stone_Brook,Excellent,Residential_Low_Density,PConc,2,5,5
2330,319000,1826,1814,11302,3,2,0,1,Very_Good,Average,2005,2006,Good,Good,Y,3,758,Typical,OneFam,One_Story,Stone_Brook,Very_Good,Residential_Low_Density,PConc,2,5,4
2331,470000,2000,1910,18261,3,2,1,1,Excellent,Average,2005,2005,Excellent,Excellent,Y,3,722,Good,OneFam,One_Story,Stone_Brook,Excellent,Residential_Low_Density,PConc,2.5,5,5
2332,202500,1621,1208,14145,3,2,0,1,Good,Good,1984,1998,Good,Good,Y,2,440,No_Fireplace,OneFam,One_Story,Northwest_Ames,Good,Residential_Low_Density,CBlock,2,26,12
2333,229000,2183,1204,13837,4,2,1,1,Good,Average,1988,1988,Good,Good,Y,3,786,No_Fireplace,OneFam,One_and_Half_Fin,Northwest_Ames,Good,Residential_Low_Density,PConc,2.5,22,22
2334,235000,2263,795,16659,3,2,1,1,Good,Good,1977,1994,Typical,Good,Y,2,539,Typical,OneFam,Two_Story,Northwest_Ames,Good,Residential_Low_Density,CBlock,2.5,33,16
2335,190000,1574,796,18800,3,2,1,1,Above_Average,Average,1976,1976,Typical,Typical,Y,2,566,Typical,OneFam,Two_Story,Northwest_Ames,Above_Average,Residential_Low_Density,PConc,2.5,34,34
2336,169000,1102,988,10464,2,1,0,1,Above_Average,Above_Average,1980,1980,Typical,Typical,Y,2,582,Typical,OneFam,SFoyer,Northwest_Ames,Above_Average,Residential_Low_Density,CBlock,1,30,30
2337,241500,1872,1845,10400,3,2,0,1,Good,Average,1988,1988,Typical,Typical,Y,2,604,Typical,OneFam,One_Story,Northwest_Ames,Good,Residential_Low_Density,CBlock,2,22,22
2338,188900,1857,945,10530,4,2,1,1,Good,Average,1978,1978,Typical,Typical,Y,2,482,Typical,OneFam,Two_Story,Northwest_Ames,Good,Residential_Low_Density,CBlock,2.5,32,32
2339,207500,1686,1686,10240,3,2,0,1,Above_Average,Above_Average,1980,1980,Typical,Typical,Y,2,612,Typical,OneFam,One_Story,Northwest_Ames,Above_Average,Residential_Low_Density,CBlock,2,30,30
2340,250000,2784,1392,16692,5,3,1,1,Good,Average,1978,1978,Typical,Good,Y,2,564,Typical,OneFam,Two_Story,Northwest_Ames,Good,Residential_Low_Density,CBlock,3.5,32,32
2341,179900,1552,713,11475,3,2,1,1,Above_Average,Above_Average,1975,1975,Typical,Typical,Y,2,434,Typical,OneFam,Two_Story,Northwest_Ames,Above_Average,Residential_Low_Density,CBlock,2.5,35,35
2342,172000,1083,1047,9927,2,1,0,1,Good,Average,1976,1976,Good,Typical,Y,2,596,Fair,OneFam,SFoyer,Northwest_Ames,Good,Residential_Low_Density,CBlock,1,34,34
2343,294323,2318,960,9512,3,2,1,1,Good,Average,2005,2006,Good,Good,Y,2,541,Excellent,OneFam,Two_Story,Somerset,Good,Floating_Village_Residential,PConc,2.5,5,4
2344,184500,1875,675,10530,3,3,0,1,Above_Average,Above_Average,1975,2000,Typical,Good,Y,2,485,Typical,OneFam,SLvl,Northwest_Ames,Above_Average,Residential_Low_Density,CBlock,3,35,10
2345,153500,1074,1056,10140,3,1,1,1,Average,Above_Average,1975,1975,Typical,Typical,Y,2,495,No_Fireplace,OneFam,One_Story,Northwest_Ames,Average,Residential_Low_Density,CBlock,1.5,35,35
2346,162900,1664,832,10140,4,2,1,1,Good,Average,1976,1976,Typical,Typical,Y,2,528,Typical,OneFam,Two_Story,Northwest_Ames,Good,Residential_Low_Density,PConc,2.5,34,34
2347,181000,1309,1040,10140,3,1,1,1,Above_Average,Above_Average,1974,1999,Typical,Good,Y,2,484,Fair,OneFam,One_Story,Northwest_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,36,11
2348,155000,1103,1103,10000,3,2,0,1,Above_Average,Above_Average,1974,1974,Typical,Typical,Y,2,462,No_Fireplace,OneFam,One_Story,Northwest_Ames,Above_Average,Residential_Low_Density,CBlock,2,36,36
2349,138800,1096,1096,15870,3,1,0,1,Average,Average,1969,1969,Typical,Typical,Y,1,299,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,41,41
2350,116050,864,864,9353,3,1,0,1,Below_Average,Average,1970,1970,Typical,Typical,Y,1,280,No_Fireplace,OneFam,One_Story,North_Ames,Below_Average,Residential_Low_Density,CBlock,1,40,40
2351,88000,858,858,8125,3,1,0,1,Below_Average,Below_Average,1971,1971,Typical,Typical,Y,0,0,No_Fireplace,OneFam,One_Story,North_Ames,Below_Average,Residential_Low_Density,CBlock,1,39,39
2352,97500,874,864,7200,3,1,0,1,Below_Average,Below_Average,1971,1971,Typical,Typical,Y,2,576,No_Fireplace,OneFam,One_Story,North_Ames,Below_Average,Residential_Low_Density,CBlock,1,39,39
2353,190000,1419,1487,8773,2,2,0,1,Above_Average,Average,2002,2002,Good,Good,Y,2,543,No_Fireplace,TwnhsE,One_Story,North_Ames,Above_Average,Residential_High_Density,PConc,2,8,8
2354,105500,1092,525,2760,3,1,1,1,Above_Average,Average,1973,1973,Typical,Typical,Y,2,440,No_Fireplace,TwnhsE,Two_Story,Briardale,Above_Average,Residential_Medium_Density,CBlock,1.5,37,37
2355,125500,1365,765,2160,3,1,1,1,Average,Above_Average,1973,1973,Typical,Good,Y,2,440,Fair,TwnhsE,Two_Story,Briardale,Average,Residential_Medium_Density,CBlock,1.5,37,37
2356,83000,987,483,1953,2,1,1,1,Above_Average,Average,1973,1973,Typical,Typical,Y,1,264,No_Fireplace,Twnhs,Two_Story,Briardale,Above_Average,Residential_Medium_Density,CBlock,1.5,37,37
2357,116000,1030,494,1890,3,1,1,1,Above_Average,Good,1972,1972,Typical,Typical,Y,1,264,No_Fireplace,Twnhs,Two_Story,Briardale,Above_Average,Residential_Medium_Density,CBlock,1.5,38,38
2358,91500,1218,672,1680,3,1,1,1,Above_Average,Average,1971,1971,Typical,Typical,Y,0,0,No_Fireplace,Twnhs,Two_Story,Briardale,Above_Average,Residential_Medium_Density,CBlock,1.5,39,39
2359,118000,1218,672,1680,3,1,1,1,Above_Average,Good,1972,1972,Typical,Typical,Y,1,264,No_Fireplace,Twnhs,Two_Story,Briardale,Above_Average,Residential_Medium_Density,CBlock,1.5,38,38
2360,89000,948,483,1680,2,1,1,1,Above_Average,Average,1972,1972,Typical,Typical,Y,1,264,No_Fireplace,Twnhs,Two_Story,Briardale,Above_Average,Residential_Medium_Density,CBlock,1.5,38,38
2361,108000,1092,525,1680,3,1,1,1,Above_Average,Average,1972,1972,Typical,Typical,Y,1,264,No_Fireplace,Twnhs,Two_Story,Briardale,Above_Average,Residential_Medium_Density,CBlock,1.5,38,38
2362,94500,987,483,1680,2,1,1,1,Above_Average,Average,1972,1972,Typical,Typical,Y,1,288,Poor,Twnhs,Two_Story,Briardale,Above_Average,Residential_Medium_Density,CBlock,1.5,38,38
2363,146300,1069,1069,4043,2,2,0,1,Above_Average,Average,1975,1975,Typical,Typical,Y,2,440,Poor,TwnhsE,One_Story,Northpark_Villa,Above_Average,Residential_Low_Density,CBlock,2,35,35
2364,145000,1387,943,7514,3,1,0,1,Average,Good,1967,1975,Typical,Typical,Y,1,300,Typical,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,43,35
2365,123000,900,864,7838,3,1,0,1,Average,Average,1967,1967,Typical,Typical,Y,1,288,Poor,OneFam,SFoyer,North_Ames,Average,Residential_Low_Density,CBlock,1,43,43
2366,137500,1055,1055,2280,2,2,0,1,Good,Good,1976,1976,Typical,Typical,Y,1,319,No_Fireplace,Twnhs,One_Story,Northpark_Villa,Good,Residential_Low_Density,CBlock,2,34,34
2367,144000,1456,855,2179,3,2,1,1,Above_Average,Average,1976,1976,Typical,Typical,Y,2,460,Typical,Twnhs,Two_Story,Northpark_Villa,Above_Average,Residential_Low_Density,CBlock,2.5,34,34
2368,315000,1980,1980,16737,3,2,0,1,Excellent,Average,2004,2005,Good,Excellent,Y,3,770,Good,OneFam,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,6,5
2369,412083,2589,1738,16387,4,2,1,1,Excellent,Average,2006,2006,Good,Excellent,Y,3,831,Good,OneFam,Two_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2.5,4,4
2370,342643,2596,1249,16259,4,3,1,1,Excellent,Average,2006,2006,Typical,Good,Y,3,840,No_Fireplace,OneFam,Two_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,3.5,4,4
2371,252000,1618,1618,16163,2,2,0,1,Very_Good,Average,2004,2004,Good,Good,Y,3,880,Good,OneFam,One_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,2,6,6
2372,465000,2076,2076,13891,2,2,1,1,Very_Excellent,Average,2006,2006,Excellent,Excellent,Y,3,850,Good,OneFam,One_Story,Northridge_Heights,Very_Excellent,Residential_Low_Density,PConc,2.5,4,4
2373,293000,1740,1721,12228,4,2,0,1,Good,Average,2006,2006,Good,Good,Y,3,874,No_Fireplace,OneFam,One_Story,Northridge_Heights,Good,Residential_Low_Density,PConc,2,4,4
2374,415000,1868,1868,14780,2,2,0,1,Excellent,Average,2005,2005,Excellent,Excellent,Y,3,1085,Good,OneFam,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,5,5
2375,326000,1850,1833,16033,3,2,0,1,Excellent,Average,2004,2005,Good,Good,Y,3,772,Good,OneFam,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,6,5
2376,325300,2376,1158,14215,4,3,1,1,Very_Good,Average,2005,2006,Good,Good,Y,3,853,Good,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,3.5,5,4
2377,309000,2452,1117,13418,4,3,1,1,Very_Good,Average,2004,2005,Good,Good,Y,3,691,Good,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,3.5,6,5
2378,300000,2206,1090,13975,4,2,1,1,Excellent,Average,2005,2006,Good,Excellent,Y,3,670,Good,OneFam,Two_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2.5,5,4
2379,275500,2098,1030,10240,3,2,1,1,Very_Good,Average,2005,2005,Good,Excellent,Y,3,878,Good,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,2.5,5,5
2380,338500,2091,1606,9942,3,2,1,1,Excellent,Average,2005,2006,Excellent,Excellent,Y,2,521,Good,OneFam,Two_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2.5,5,4
2381,345000,2324,1175,11924,4,3,0,1,Excellent,Average,2005,2006,Excellent,Excellent,Y,3,736,Good,OneFam,Two_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,3,5,4
2382,344133,2253,1209,12867,3,2,1,1,Very_Good,Average,2005,2006,Good,Excellent,Y,2,575,Good,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,2.5,5,4
2383,298236,2389,1054,10672,4,2,1,1,Very_Good,Average,2006,2006,Good,Good,Y,3,672,Good,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,2.5,4,4
2384,329900,2358,1524,11643,4,2,1,1,Very_Good,Average,2005,2006,Good,Excellent,Y,3,784,Good,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,2.5,5,4
2385,360000,1944,1896,12378,3,2,0,1,Excellent,Average,2003,2004,Good,Excellent,Y,3,708,Excellent,OneFam,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,7,6
2386,281000,1970,1085,11065,3,2,1,1,Very_Good,Average,2006,2006,Good,Excellent,Y,3,753,Good,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,2.5,4,4
2387,372397,1792,1792,13758,2,2,0,1,Excellent,Average,2005,2006,Excellent,Good,Y,3,925,Good,OneFam,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,5,4
2388,378000,1780,1780,14828,2,2,0,1,Excellent,Average,2004,2005,Excellent,Excellent,Y,3,816,Good,OneFam,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,6,5
2389,374000,1792,1792,11846,2,2,0,1,Excellent,Average,2003,2004,Good,Excellent,Y,3,874,Good,OneFam,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,7,6
2390,437154,2728,1848,20431,4,2,1,1,Excellent,Average,2005,2006,Excellent,Excellent,Y,3,706,Excellent,OneFam,Two_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2.5,5,4
2391,275000,1904,1058,10927,3,2,1,1,Very_Good,Average,2005,2005,Good,Excellent,Y,2,736,Good,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,2.5,5,5
2392,279000,1914,1420,13215,3,2,1,1,Very_Good,Average,2004,2004,Good,Good,Y,3,746,Typical,OneFam,Two_Story,Northridge_Heights,Very_Good,Residential_Low_Density,PConc,2.5,6,6
2393,185850,1364,1364,7052,2,2,0,1,Good,Average,2005,2005,Good,Good,Y,2,484,Good,TwnhsE,One_Story,Northridge_Heights,Good,Residential_Low_Density,PConc,2,5,5
2394,282500,1565,1560,5911,2,2,0,1,Excellent,Average,2005,2005,Excellent,Excellent,Y,2,556,Good,TwnhsE,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,5,5
2395,202500,1368,1368,6955,2,2,0,1,Good,Average,2005,2006,Good,Good,Y,2,474,Good,TwnhsE,One_Story,Northridge_Heights,Good,Residential_Low_Density,PConc,2,5,4
2396,202665,1368,1368,6792,2,2,0,1,Good,Average,2005,2006,Good,Good,Y,2,474,Good,TwnhsE,One_Story,Northridge_Heights,Good,Residential_Low_Density,PConc,2,5,4
2397,332200,1686,1686,7740,1,2,0,1,Excellent,Average,2006,2006,Good,Excellent,Y,3,899,Good,TwnhsE,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,4,4
2398,310090,1666,1666,6373,2,2,0,1,Excellent,Average,2006,2006,Excellent,Good,Y,2,575,Good,TwnhsE,One_Story,Northridge_Heights,Excellent,Residential_Low_Density,PConc,2,4,4
2399,171750,1405,1405,3136,2,2,0,1,Good,Average,2003,2003,Good,Good,Y,2,478,Good,TwnhsE,One_Story,Northridge_Heights,Good,Residential_Low_Density,PConc,2,7,7
2400,169990,1316,1316,10237,3,2,0,1,Above_Average,Average,2005,2006,Good,Good,Y,2,397,Good,OneFam,One_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2,5,4
2401,170440,1456,728,10237,3,2,1,1,Above_Average,Average,2005,2006,Good,Good,Y,2,390,Good,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,5,4
2402,169985,1492,738,10237,3,2,1,1,Good,Average,2006,2006,Good,Good,Y,2,440,No_Fireplace,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,4,4
2403,179665,1496,654,17104,3,2,1,1,Good,Average,2006,2006,Good,Good,Y,2,426,Good,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,4,4
2404,219210,1863,879,14054,4,2,1,1,Good,Average,2006,2006,Good,Good,Y,3,660,Good,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,4,4
2405,174190,1326,1326,11660,3,2,0,1,Above_Average,Average,2006,2006,Good,Good,Y,2,427,No_Fireplace,OneFam,One_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2,4,4
2406,172785,1456,728,15578,3,2,1,1,Above_Average,Average,2006,2006,Good,Typical,Y,2,429,No_Fireplace,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,4,4
2407,258000,2373,1052,11631,4,2,1,1,Very_Good,Average,2004,2005,Good,Good,Y,3,632,Good,OneFam,Two_Story,Gilbert,Very_Good,Residential_Low_Density,PConc,2.5,6,5
2408,185101,1492,738,9073,3,2,1,1,Good,Average,2006,2006,Good,Good,Y,2,440,No_Fireplace,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,4,4
2409,210250,1364,1220,3087,2,2,0,1,Good,Average,2006,2006,Good,Good,Y,2,437,Good,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Low_Density,PConc,2,4,4
2410,234000,1557,1374,3196,2,2,0,1,Good,Average,2003,2004,Good,Good,Y,2,420,Typical,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Low_Density,PConc,2,7,6
2411,215000,1456,1273,3196,2,2,0,1,Very_Good,Average,2003,2003,Good,Good,Y,2,400,Typical,TwnhsE,One_Story,Bloomington_Heights,Very_Good,Residential_Low_Density,PConc,2,7,7
2412,246990,1511,1368,2938,2,2,0,1,Good,Average,2002,2002,Good,Good,Y,2,398,Typical,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Low_Density,PConc,2,8,8
2413,178740,1414,1375,3072,2,2,0,1,Good,Average,2004,2004,Good,Good,Y,2,398,Typical,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Medium_Density,PConc,2,6,6
2414,225000,1548,1365,3072,2,2,0,1,Good,Average,2004,2004,Good,Good,Y,2,388,Typical,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Medium_Density,PConc,2,6,6
2415,167240,1248,1248,3010,2,2,0,1,Good,Average,2005,2006,Good,Good,Y,2,438,No_Fireplace,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Low_Density,PConc,2,5,4
2416,156820,1142,1142,3010,2,2,0,1,Good,Average,2005,2006,Good,Good,Y,2,440,No_Fireplace,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Low_Density,PConc,2,5,4
2417,213490,1506,1362,3013,2,2,0,1,Good,Average,2005,2005,Good,Good,Y,2,440,Good,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Low_Density,PConc,2,5,5
2418,264561,1567,1520,3982,1,2,0,1,Very_Good,Average,2006,2006,Good,Excellent,Y,3,648,Good,TwnhsE,One_Story,Bloomington_Heights,Very_Good,Residential_Low_Density,PConc,2,4,4
2419,246578,1500,1356,4045,2,2,0,1,Good,Average,2006,2006,Good,Good,Y,3,648,Good,TwnhsE,One_Story,Bloomington_Heights,Good,Residential_Low_Density,PConc,2,4,4
2420,192140,1838,732,21930,4,2,1,1,Average,Average,2005,2005,Good,Typical,Y,2,372,Good,OneFam,Two_Story,Gilbert,Average,Residential_Low_Density,PConc,2.5,5,5
2421,183200,1509,783,7861,3,2,1,1,Above_Average,Average,2002,2003,Good,Good,Y,2,393,Good,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,8,7
2422,178000,1414,707,9056,3,2,1,1,Very_Good,Average,2004,2004,Good,Good,Y,2,403,Good,OneFam,Two_Story,Gilbert,Very_Good,Residential_Low_Density,PConc,2.5,6,6
2423,201490,1598,848,9171,3,2,1,1,Good,Average,2004,2005,Good,Good,Y,2,433,Good,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,6,5
2424,230500,1936,1406,11194,3,2,1,1,Very_Good,Average,2000,2000,Good,Good,Y,2,504,Typical,OneFam,Two_Story,Gilbert,Very_Good,Residential_Low_Density,PConc,2.5,10,10
2425,180000,1509,783,7875,3,2,1,1,Good,Average,2003,2003,Good,Good,Y,2,393,Good,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,7,7
2426,172400,1664,953,8121,3,2,1,1,Above_Average,Average,2000,2000,Typical,Typical,Y,2,460,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,10,10
2427,215000,1889,982,8658,3,2,1,1,Above_Average,Average,2000,2000,Typical,Typical,Y,2,431,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,10,10
2428,199900,1886,930,11214,4,2,1,1,Good,Average,1998,1999,Good,Good,Y,2,431,Typical,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,12,11
2429,173000,1671,959,10852,3,2,1,1,Above_Average,Average,2000,2000,Typical,Typical,Y,2,472,Typical,OneFam,Two_Story,Gilbert,Above_Average,Residential_Low_Density,PConc,2.5,10,10
2430,287602,2322,1035,12104,4,3,1,1,Good,Average,2006,2006,Good,Good,Y,3,617,No_Fireplace,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,3.5,4,4
2431,230000,2291,975,8738,4,2,1,1,Good,Average,1999,1999,Good,Good,Y,2,429,Typical,OneFam,Two_Story,Gilbert,Good,Residential_Low_Density,PConc,2.5,11,11
2432,348000,2392,1396,9452,3,2,1,1,Very_Good,Average,1997,1998,Good,Good,Y,3,870,Typical,OneFam,Two_Story,Northridge,Very_Good,Residential_Low_Density,PConc,2.5,13,12
2433,286000,1976,1044,9660,3,2,1,1,Very_Good,Average,1998,1998,Good,Good,Y,3,885,Excellent,OneFam,Two_Story,Northridge,Very_Good,Residential_Low_Density,PConc,2.5,12,12
2434,300000,2234,1160,9545,3,2,1,1,Very_Good,Average,2000,2000,Good,Good,Y,3,768,Typical,OneFam,Two_Story,Northridge,Very_Good,Residential_Low_Density,PConc,2.5,10,10
